,userId,movieId,rating,timestamp
0,1,169,2.5,1204927694
1,1,2471,3.0,1204927438
2,1,48516,5.0,1204927435
3,2,2571,3.5,1436165433
4,2,109487,4.0,1436165496
5,2,112552,5.0,1436165496
6,2,112556,4.0,1436165499
7,3,356,4.0,920587155
8,3,2394,4.0,920586920
9,3,2431,5.0,920586945
10,3,2445,4.0,920586945
11,4,16,4.0,1037740142
12,4,39,4.0,1037740562
13,4,45,4.0,1037808019
14,4,47,2.0,1037739998
15,4,94,5.0,1037740486
16,4,101,4.0,1037737327
17,4,246,4.0,1037739164
18,4,288,2.0,1037737415
19,4,296,4.0,1037741922
20,4,345,4.0,1037740486
21,4,356,2.0,1037807918
22,4,357,4.0,1037740097
23,4,377,4.0,1037740660
24,4,417,4.0,1037737271
25,4,440,4.0,1037740330
26,4,457,4.0,1037807690
27,4,480,2.0,1037737218
28,4,492,3.0,1037740309
29,4,508,2.0,1037807370
30,4,527,3.0,1037739809
31,4,535,4.0,1037738617
32,4,538,5.0,1037740474
33,4,551,4.0,1037740686
34,4,562,4.0,1037740038
35,4,593,3.0,1037737453
36,4,608,4.0,1037739127
37,4,766,2.0,1037740504
38,4,778,4.0,1037738875
39,4,902,5.0,1037737203
40,4,903,4.0,1037737649
41,4,904,4.0,1037737824
42,4,908,5.0,1037737741
43,4,915,4.0,1037739455
44,4,994,5.0,1037738527
45,4,1041,4.0,1037739940
46,4,1060,4.0,1037740411
47,4,1077,4.0,1037738481
48,4,1079,4.0,1037738496
49,4,1080,4.0,1037737230
50,4,1089,4.0,1037738822
51,4,1136,5.0,1037737942
52,4,1148,4.0,1037739407
53,4,1172,5.0,1037739292
54,4,1197,5.0,1037737391
55,4,1223,4.0,1037740038
56,4,1225,3.0,1037742077
57,4,1230,5.0,1037737283
58,4,1244,5.0,1037737741
59,4,1247,5.0,1037737660
60,4,1248,5.0,1088545666
61,4,1258,4.0,1037738617
62,4,1259,3.0,1037742089
63,4,1265,2.0,1037739164
64,4,1266,3.0,1037739904
65,4,1276,4.0,1037737923
66,4,1288,4.0,1037739149
67,4,1307,4.0,1037738481
68,4,1343,3.0,1037740720
69,4,1393,2.0,1037738925
70,4,1394,5.0,1037738409
71,4,1407,4.0,1037740562
72,4,1449,4.0,1037740074
73,4,1500,3.0,1037740515
74,4,1537,4.0,1037739407
75,4,1571,4.0,1037807847
76,4,1594,2.0,1037739980
77,4,1617,4.0,1037737242
78,4,1635,3.0,1037738446
79,4,1639,3.0,1037740367
80,4,1641,4.0,1037740174
81,4,1648,4.0,1037740504
82,4,1673,3.0,1037739546
83,4,1678,4.0,1037738985
84,4,1680,4.0,1037740669
85,4,1704,3.0,1037740142
86,4,1719,4.0,1037807118
87,4,1729,4.0,1037740399
88,4,1732,3.0,1037992675
89,4,1777,3.0,1037807867
90,4,1784,3.0,1037740155
91,4,1834,5.0,1037739516
92,4,1856,2.0,1037740646
93,4,1916,4.0,1037738786
94,4,1923,4.0,1037740515
95,4,1966,3.0,1037739740
96,4,2132,5.0,1037737601
97,4,2174,4.0,1088544921
98,4,2248,4.0,1037738714
99,4,2289,4.0,1037738335
100,4,2291,3.0,1037807572
101,4,2318,2.0,1037807954
102,4,2384,3.0,1037740583
103,4,2395,5.0,1037739182
104,4,2502,5.0,1037740142
105,4,2571,4.0,1037740093
106,4,2580,4.0,1037740208
107,4,2596,4.0,1037740474
108,4,2599,5.0,1037739841
109,4,2677,5.0,1037740174
110,4,2692,4.0,1037738685
111,4,2700,3.0,1037807993
112,4,2706,4.0,1088544934
113,4,2712,2.0,1037740646
114,4,2729,4.0,1037742203
115,4,2858,3.0,1037737692
116,4,2859,5.0,1037737858
117,4,2918,5.0,1037742102
118,4,2959,4.0,1037738938
119,4,2973,4.0,1037742127
120,4,2997,4.0,1037737504
121,4,3007,5.0,1037739904
122,4,3044,4.0,1037740181
123,4,3067,5.0,1088545912
124,4,3083,5.0,1037739904
125,4,3108,2.0,1037738714
126,4,3129,3.0,1037740155
127,4,3176,4.0,1037740118
128,4,3179,3.0,1037740442
129,4,3201,4.0,1037737649
130,4,3252,4.0,1037740411
131,4,3255,3.0,1037740686
132,4,3261,5.0,1037740646
133,4,3266,1.0,1037740118
134,4,3324,3.0,1037741842
135,4,3396,4.0,1037739499
136,4,3418,3.0,1037740021
137,4,3424,4.0,1037742064
138,4,3476,3.0,1037740118
139,4,3481,4.0,1037738822
140,4,3499,3.0,1037738617
141,4,3515,4.0,1037741426
142,4,3535,3.0,1037741315
143,4,3618,3.0,1037741315
144,4,3751,3.0,1037741070
145,4,3752,3.0,1037741575
146,4,3794,2.0,1037741345
147,4,3852,4.0,1037741447
148,4,3897,4.0,1037738822
149,4,3911,4.0,1037739448
150,4,3948,4.0,1037738538
151,4,3967,4.0,1037738949
152,4,3977,4.0,1037741457
153,4,3983,4.0,1037741039
154,4,3996,4.0,1037741060
155,4,4015,2.0,1037741752
156,4,4027,4.0,1037741150
157,4,4029,2.0,1037741222
158,4,4034,4.0,1037739253
159,4,4235,5.0,1097356941
160,4,4239,3.0,1037741556
161,4,4246,4.0,1037741194
162,4,4255,1.0,1037741793
163,4,4304,3.0,1037741051
164,4,4308,1.0,1037741295
165,4,4361,4.0,1037742115
166,4,4447,4.0,1037741392
167,4,4639,2.0,1037741612
168,4,4641,4.0,1037738465
169,4,4816,4.0,1037741360
170,4,4890,4.0,1037741435
171,4,4903,4.0,1037737824
172,4,4973,5.0,1088546231
173,4,4979,4.0,1037739653
174,4,5218,3.0,1037741287
175,4,5222,3.0,1040332262
176,4,5225,5.0,1040332218
177,4,5296,1.0,1037740993
178,4,5325,4.0,1037740785
179,4,5339,4.0,1037737858
180,4,5415,3.0,1037741664
181,4,5481,3.0,1037740841
182,4,5525,5.0,1088545995
183,4,5620,3.0,1037740962
184,4,5669,5.0,1088546352
185,4,5810,4.0,1037740821
186,4,5878,5.0,1088545500
187,4,6296,4.0,1088545870
188,4,6993,5.0,1088545420
189,4,7037,5.0,1088545504
190,4,7090,4.0,1097356895
191,4,8464,4.5,1134425382
192,4,8622,5.0,1088545319
193,4,8961,4.0,1192126726
194,5,1203,4.0,1440027024
195,5,2571,2.5,1440027038
196,5,6016,5.0,1440027016
197,5,7502,4.5,1440027020
198,5,58559,4.0,1440027029
199,5,79132,3.0,1440027049
200,5,92259,4.5,1440026883
201,5,112183,4.0,1440026932
202,5,112552,4.5,1440026900
203,5,112556,4.5,1440026907
204,5,114060,4.0,1440026942
205,5,114180,1.5,1440026960
206,5,114662,2.5,1440026948
207,5,115170,3.5,1440026956
208,5,115210,4.0,1440026935
209,5,115617,3.0,1440026915
210,5,115713,4.5,1440026922
211,5,116797,4.0,1440026912
212,5,119141,2.5,1440026985
213,5,119145,3.5,1440026931
214,5,119155,3.0,1440026984
215,5,120466,0.5,1440026966
216,5,122882,4.5,1440026918
217,5,129354,1.5,1440026963
218,5,133419,3.5,1440026970
219,6,277,4.0,1275904962
220,6,318,5.0,1275905438
221,6,333,4.5,1275904946
222,6,435,1.0,1275904893
223,6,520,3.5,1275904903
224,6,671,3.0,1275905035
225,6,1242,4.5,1275904935
226,6,1367,3.5,1275905386
227,6,1722,4.0,1275904926
228,6,2137,3.5,1275905078
229,6,2490,4.0,1275904991
230,6,2572,3.0,1275905373
231,6,2699,2.0,1275904888
232,6,3082,4.0,1275904986
233,6,3157,2.5,1275905114
234,6,3363,4.5,1275905017
235,6,3671,5.0,1275904957
236,6,3827,4.0,1275905099
237,7,50,4.0,1451817827
238,7,260,4.0,1451817834
239,7,318,3.5,1451817825
240,7,527,4.0,1451817884
241,7,858,3.5,1451817833
242,7,1196,4.0,1451817837
243,7,1198,4.0,1451817835
244,7,1917,4.0,1451817857
245,7,2706,1.5,1451817853
246,7,2959,4.0,1451817828
247,7,3147,4.5,1451817855
248,7,4226,5.0,1451817880
249,7,5618,5.0,1451817882
250,7,58559,5.0,1451817836
251,7,79132,5.0,1451817881
252,7,109487,5.0,1451817912
253,7,115713,4.0,1451817866
254,7,122886,5.0,1451817862
255,7,134130,5.0,1451817860
256,7,134853,5.0,1451817861
257,8,158,3.0,1262034766
258,8,163,3.5,1262034749
259,8,172,3.0,1262034781
260,8,435,1.0,1262034755
261,8,802,3.5,1262034774
262,8,849,3.0,1262034857
263,8,1282,0.5,1262034794
264,8,1479,3.5,1262034861
265,8,1639,3.5,1262034744
266,8,1729,5.0,1262034812
267,8,2058,3.0,1262034844
268,8,2161,2.0,1262034826
269,8,2288,3.5,1262034881
270,8,3082,3.0,1262034866
271,8,3174,1.0,1262034872
272,9,207,4.0,1316736942
273,9,374,2.5,1316736979
274,9,524,4.5,1316736879
275,9,531,2.5,1316736891
276,9,1049,4.0,1316736959
277,9,1619,4.0,1316736997
278,9,1620,4.0,1316737001
279,9,1894,2.5,1316736966
280,9,1965,3.5,1316736931
281,9,2094,3.5,1316736912
282,9,2541,5.0,1316736863
283,9,3178,2.0,1316737019
284,9,4023,3.5,1316737009
285,9,5945,1.0,1316736986
286,9,68157,5.0,1316736969
287,9,69757,3.5,1316737151
288,10,58,3.5,1104952559
289,10,163,3.5,1104952615
290,10,172,2.5,1104952619
291,10,186,2.0,1104952624
292,10,236,3.0,1104952550
293,10,315,3.0,1104952596
294,10,466,2.0,1104952585
295,10,832,3.0,1104952564
296,10,904,4.0,1104952590
297,10,1090,4.0,1104952626
298,10,1288,4.0,1104952602
299,10,1358,4.0,1104952592
300,10,1653,4.0,1104952579
301,10,2406,2.5,1104952628
302,10,2640,3.5,1104952600
303,10,2761,4.0,1104953911
304,10,2791,3.5,1104952542
305,10,3793,4.0,1104952571
306,10,3897,3.5,1104952610
307,10,4306,4.0,1104952568
308,10,4993,4.0,1104952553
309,10,5060,2.0,1104952622
310,10,6539,4.0,1104953849
311,10,7090,4.0,1104953858
312,10,7153,4.0,1104952725
313,10,8368,4.0,1104953841
314,10,8636,3.0,1104952731
315,10,8665,3.5,1104953862
316,10,8784,4.0,1104952728
317,10,8874,4.0,1104953852
318,11,3,1.5,1102084805
319,11,21,4.5,1102085321
320,11,48,3.0,1102085272
321,11,58,4.5,1102084911
322,11,110,4.5,1102085156
323,11,151,4.0,1102084867
324,11,186,3.5,1102085262
325,11,225,3.0,1102085293
326,11,434,3.5,1102085282
327,11,494,1.5,1102084801
328,11,497,3.0,1102084826
329,11,509,3.5,1102085276
330,11,553,3.5,1102084830
331,11,586,3.0,1102085287
332,11,592,4.0,1102085114
333,11,653,3.5,1102084791
334,11,802,4.0,1102085223
335,11,832,3.5,1102084914
336,11,908,3.5,1102084904
337,11,1127,3.5,1102085230
338,11,1200,3.0,1102085238
339,11,1208,2.5,1102084783
340,11,1213,3.5,1102085206
341,11,1220,2.5,1102084786
342,11,1225,2.0,1102084777
343,11,1230,1.0,1102084842
344,11,1259,3.5,1102085219
345,11,1266,3.5,1102085214
346,11,1275,3.5,1102085234
347,11,1370,3.0,1102085154
348,11,1374,3.5,1102084878
349,11,1407,3.0,1102085150
350,11,1517,4.0,1102084848
351,11,1917,4.5,1102085117
352,11,2100,2.0,1102085147
353,11,2174,4.0,1102084851
354,11,2334,2.5,1102085603
355,11,2431,2.5,1102085605
356,11,2571,4.5,1102085159
357,11,2599,3.5,1102084892
358,11,2605,3.5,1102085614
359,11,2616,3.0,1102085634
360,11,2617,2.0,1102085144
361,11,2641,3.0,1102085548
362,11,2687,3.0,1102085526
363,11,2797,3.0,1102084854
364,11,2890,3.0,1102085545
365,11,2942,2.5,1102085533
366,11,2947,3.0,1102085553
367,11,2949,3.0,1102085530
368,11,2993,3.0,1102085520
369,11,3033,3.0,1102085543
370,11,3072,3.0,1102085471
371,11,3113,3.0,1102085452
372,11,3247,2.5,1102085458
373,11,3285,3.0,1102085477
374,11,3524,4.0,1102085467
375,11,3526,3.5,1102085450
376,11,3686,3.5,1102085388
377,11,3745,4.0,1102085406
378,11,3793,3.5,1102084924
379,11,3826,3.0,1102085402
380,11,3893,3.5,1102085384
381,11,3981,3.5,1102085382
382,11,4007,3.0,1102085361
383,11,4011,4.0,1102085395
384,11,4121,3.5,1102085370
385,11,4306,4.0,1102084921
386,11,4351,3.5,1102085376
387,11,4963,4.0,1102085326
388,11,4973,4.5,1102085328
389,11,6539,4.0,1102085319
390,12,34,5.0,953776646
391,12,39,4.0,953776947
392,12,150,5.0,953774973
393,12,223,4.0,953775394
394,12,232,4.0,953776674
395,12,235,3.0,953776764
396,12,327,4.0,953777545
397,12,345,4.0,953777107
398,12,380,3.0,953776947
399,12,541,4.0,953776491
400,12,552,1.0,953777879
401,12,562,5.0,953776793
402,12,728,4.0,953777052
403,12,745,5.0,953776620
404,12,801,4.0,953777395
405,12,1079,4.0,953778453
406,12,1093,4.0,953775428
407,12,1097,5.0,953775036
408,12,1132,5.0,953778400
409,12,1148,5.0,953776620
410,12,1179,5.0,953776511
411,12,1184,4.0,953777743
412,12,1188,4.0,953776732
413,12,1196,4.0,953778334
414,12,1197,5.0,953778372
415,12,1198,5.0,953778334
416,12,1199,5.0,953778372
417,12,1200,4.0,953778453
418,12,1210,5.0,953774973
419,12,1211,4.0,953778532
420,12,1223,5.0,953776620
421,12,1258,4.0,953778423
422,12,1259,5.0,953778453
423,12,1289,5.0,953778372
424,12,1295,4.0,953778400
425,12,1300,5.0,953778400
426,12,1344,4.0,953776537
427,12,1394,5.0,953775036
428,12,1500,4.0,953776712
429,12,1513,3.0,953775798
430,12,1537,4.0,953776646
431,12,1585,5.0,953777338
432,12,1707,1.0,953778118
433,12,1734,5.0,953776712
434,12,1747,3.0,953776842
435,12,1777,5.0,953777052
436,12,1784,4.0,953776812
437,12,1911,4.0,953775428
438,12,1916,5.0,953777135
439,12,1959,3.0,953775643
440,12,1965,5.0,953778911
441,12,1968,3.0,953778911
442,12,2020,4.0,953778372
443,12,2077,4.0,953778481
444,12,2124,4.0,953777193
445,12,2155,5.0,953776764
446,12,2174,4.0,953778481
447,12,2248,3.0,953778400
448,12,2282,5.0,953776674
449,12,2318,5.0,953775484
450,12,2331,3.0,953777193
451,12,2333,4.0,953775484
452,12,2336,4.0,953775456
453,12,2361,4.0,953775931
454,12,2390,5.0,953775523
455,12,2395,5.0,953775798
456,12,2683,4.0,953777448
457,12,2686,4.0,953775734
458,12,2692,4.0,953775798
459,12,2693,4.0,953775866
460,12,2700,3.0,953775831
461,12,2709,4.0,953775567
462,12,2710,5.0,953775363
463,12,2762,5.0,953775798
464,12,2859,5.0,953778372
465,12,2918,5.0,953778423
466,12,2953,1.0,953778265
467,12,3176,1.0,953775831
468,12,3203,5.0,953775428
469,12,3253,4.0,953776793
470,12,3267,4.0,953775036
471,12,3347,4.0,953778423
472,12,3430,2.0,953776197
473,12,3432,2.0,953776197
474,12,3448,3.0,953776275
475,12,3471,4.0,953776197
476,12,3476,4.0,953776326
477,12,3499,5.0,953776348
478,12,3504,4.0,953776367
479,13,2,2.0,974867742
480,13,10,2.0,974868113
481,13,29,4.0,974868024
482,13,44,2.0,974868256
